"Name","TAID","Tax Rate"                                                        
"COMMERCE","2116010",".0150000"                                                 
"GREENVILLE","2116029",".0150000"                                               
"WOLFE CITY","2116038",".0150000"                                               
"CELESTE","2116047",".0125000"                                                  
"CADDO MILLS","2116056",".0150000"                                              
"QUINLAN","2116065",".0150000"                                                  
"WEST TAWAKONI","2116074",".0150000"                                            
"LONE OAK","2116083",".0150000"                                                 
"CAMPBELL","2116092",".0150000"                                                 
"NEYLANDVILLE","2116109",".0100000"                                             
"HAWK COVE","2116118",".0100000"                                                
"UNION VALLEY","2116127",".0100000"                                             
"POETRY","2116136",".0150000"                                                   
"BORGER","2117019",".0200000"                                                   
"FRITCH","2117028",".0175000"                                                   
"SANFORD","2117037",".0100000"                                                  
"STINNETT","2117046",".0200000"                                                 
"MERTZON","2118018",".0100000"                                                  
"JACKSBORO","2119017",".0200000"                                                
"BRYSON","2119026",".0150000"                                                   
"EDNA","2120014",".0150000"                                                     
"GANADO","2120023",".0150000"                                                   
"LA WARD","2120032",".0100000"                                                  
"KIRBYVILLE","2121013",".0200000"                                               
"JASPER","2121022",".0200000"                                                   
"BROWNDELL","2121031",".0100000"                                                
"VALENTINE","2122012",".0100000"                                                
"BEAUMONT","2123011",".0150000"                                                 
"PORT ARTHUR","2123020",".0150000"                                              
"GROVES","2123039",".0150000"                                                   
"NEDERLAND","2123048",".0150000"                                                
"PORT NECHES","2123075",".0150000"                                              
"BEVIL OAKS","2123084",".0150000"                                               
"NOME","2123100",".0150000"                                                     
"CHINA","2123119",".0150000"                                                    
"ORANGE GROVE","2125019",".0150000"                                             
"ALICE","2125028",".0150000"                                                    
"PREMONT","2125037",".0150000"                                                  
"GRANDVIEW","2126018",".0200000"                                                
"CLEBURNE","2126027",".0200000"                                                 
"RIO VISTA","2126036",".0200000"                                                
"BURLESON","2126045",".0200000"                                                 
"ALVARADO","2126054",".0200000"                                                 
"VENUS","2126063",".0200000"                                                    
"JOSHUA","2126072",".0200000"                                                   
"KEENE","2126081",".0200000"                                                    
"GODLEY","2126090",".0200000"                                                   
"BRIAROAKS","2126107",".0100000"                                                
"CROSS TIMBER","2126116",".0200000"                                             
"HAMLIN","2127017",".0150000"                                                   
"ANSON","2127026",".0200000"                                                    
"STAMFORD","2127035",".0200000"                                                 
"HAWLEY","2127044",".0200000"                                                   
"LUEDERS","2127053",".0100000"                                                  
"KARNES CITY","2128016",".0150000"                                              
"KENEDY","2128025",".0150000"                                                   
"RUNGE","2128034",".0150000"                                                    
"FALLS CITY","2128043",".0100000"                                               
"MABANK","2129015",".0200000"                                                   
"KAUFMAN","2129024",".0200000"                                                  
"KEMP","2129033",".0175000"                                                     
"TERRELL","2129042",".0200000"                                                  
"FORNEY","2129051",".0175000"                                                   
"CRANDALL","2129060",".0200000"                                                 
"COMBINE","2129079",".0150000"                                                  
"ROSSER","2129088",".0100000"                                                   
"GRAYS PRAIRIE","2129097",".0100000"                                            
"POST OAK BEND","2129104",".0200000"                                            
"TALTY","2129113",".0200000"                                                    
"SCURRY","2129122",".0200000"                                                   
"OAK RIDGE","2129131",".0200000"                                                
"BOERNE","2130012",".0150000"                                                   
"JAYTON","2132010",".0100000"                                                   
"KERRVILLE","2133019",".0150000"                                                
"INGRAM","2133028",".0150000"                                                   
"JUNCTION","2134018",".0150000"                                                 
"BRACKETTVILLE","2136016",".0100000"                                            
"KINGSVILLE","2137015",".0150000"                                               
"KNOX CITY","2138014",".0200000"                                                
"MUNDAY","2138023",".0200000"                                                   
"BENJAMIN","2138032",".0200000"                                                 
"GOREE","2138041",".0200000"                                                    
"PARIS","2139013",".0150000"                                                    
"DEPORT","2139022",".0150000"                                                   
"TOCO","2139031",".0100000"                                                     
"ROXTON","2139040",".0100000"                                                   
"RENO","2139059",".0100000"                                                     
"BLOSSOM","2139068",".0125000"                                                  
"SUN VALLEY","2139077",".0100000"                                               
"AMHERST","2140010",".0125000"                                                  
"LITTLEFIELD","2140029",".0200000"                                              
"EARTH","2140038",".0150000"                                                    
"OLTON","2140047",".0200000"                                                    
"SUDAN","2140056",".0200000"                                                    
"LAMPASAS","2141019",".0150000"                                                 
"LOMETA","2141028",".0150000"                                                   
"KEMPNER","2141037",".0150000"                                                  
"COTULLA","2142018",".0200000"                                                  
"ENCINAL","2142027",".0200000"                                                  
"HALLETTSVILLE","2143017",".0200000"                                            
"MOULTON","2143026",".0200000"                                                  
"YOAKUM","2143035",".0200000"                                                   
"SHINER","2143044",".0200000"                                                   
"GIDDINGS","2144016",".0150000"                                                 
"LEXINGTON","2144025",".0150000"                                                
"BUFFALO","2145015",".0150000"                                                  
"NORMANGEE","2145024",".0125000"                                                
"CENTERVILLE","2145033",".0150000"                                              
"JEWETT","2145042",".0150000"                                                   
"OAKWOOD","2145051",".0125000"                                                  
"MARQUEZ","2145060",".0150000"                                                  
"LEONA","2145079",".0100000"                                                    
"CLEVELAND","2146014",".0150000"                                                
"DAYTON","2146023",".0150000"                                                   
"LIBERTY","2146032",".0150000"                                                  
"PLUM GROVE","2146041",".0100000"                                               
"NORTH CLEVELAND","2146050",".0100000"                                          
"DAISETTA","2146069",".0100000"                                                 
"AMES","2146096",".0100000"                                                     
"KENEFICK","2146103",".0150000"                                                 
"DEVERS","2146112",".0150000"                                                   
"HARDIN","2146121",".0100000"                                                   
"MEXIA","2147013",".0200000"                                                    
"GROESBECK","2147022",".0200000"                                                
"THORNTON","2147031",".0100000"                                                 
"COOLIDGE","2147040",".0100000"                                                 
"KOSSE","2147059",".0200000"                                                    
"HIGGINS","2148012",".0175000"                                                  
"BOOKER","2148021",".0150000"                                                   
"DARROUZETT","2148030",".0150000"                                               
"FOLLETT","2148049",".0200000"                                                  
"GEORGE WEST","2149011",".0150000"                                              
"THREE RIVERS","2149020",".0150000"                                             
"LLANO","2150017",".0200000"                                                    
"SUNRISE BEACH","2150026",".0200000"                                            
"LUBBOCK","2152015",".0150000"                                                  
"SLATON","2152024",".0150000"                                                   
"IDALOU","2152033",".0150000"                                                   
"NEW DEAL","2152042",".0150000"                                                 
"WOLFFORTH","2152051",".0150000"                                                
"SHALLOWATER","2152079",".0150000"                                              
"RANSOM CANYON","2152088",".0050000"                                            
"BUFFALO SPRINGS","2152097",".0100000"                                          
"TAHOKA","2153014",".0150000"                                                   
"ODONNELL","2153023",".0100000"                                                 
"WILSON","2153032",".0100000"                                                   
"MADISONVILLE","2154013",".0150000"                                             
"MIDWAY","2154022",".0150000"                                                   
"JEFFERSON","2155012",".0150000"                                                
"STANTON","2156011",".0175000"                                                  
"ACKERLY","2156020",".0100000"                                                  
"MASON","2157010",".0100000"                                                    
"PALACIOS","2158019",".0200000"                                                 
"BAY CITY","2158028",".0200000"                                                 
"EAGLE PASS","2159018",".0100000"                                               
"BRADY","2160015",".0125000"                                                    
"MELVIN","2160024",".0100000"                                                   
"WEST","2161014",".0150000"                                                     
"WACO","2161023",".0150000"                                                     
"BEVERLY HILLS","2161032",".0150000"                                            
"HEWITT","2161041",".0150000"                                                   
"BELLMEAD","2161050",".0150000"                                                 
"WOODWAY","2161069",".0150000"                                                  
"MART","2161078",".0100000"                                                     
"MOODY","2161087",".0150000"                                                    
"LACY LAKEVIEW","2161096",".0150000"                                            
"LORENA","2161103",".0150000"                                                   
"MC GREGOR","2161112",".0150000"                                                
"CRAWFORD","2161121",".0150000"                                                 
"ROBINSON","2161149",".0150000"                                                 
"RIESEL","2161158",".0125000"                                                   
"BRUCEVILLE EDDY","2161176",".0150000"                                          
"HALLSBURG","2161185",".0100000"                                                
"ROSS","2161194",".0100000"                                                     
"LEROY","2161201",".0100000"                                                    
"GHOLSON","2161210",".0150000"                                                  
"DEVINE","2163012",".0150000"                                                   
"HONDO","2163021",".0150000"                                                    
"CASTROVILLE","2163030",".0150000"                                              
"NATALIA","2163049",".0100000"                                                  
"LA COSTE","2163058",".0150000"                                                 
"MENARD","2164011",".0150000"                                                   
"MIDLAND","2165010",".0125000"                                                  
"THORNDALE","2166019",".0150000"                                                
"CAMERON","2166028",".0150000"                                                  
"ROCKDALE","2166037",".0100000"                                                 
"BUCKHOLTS","2166046",".0100000"                                                
"MILANO","2166055",".0150000"                                                   
"GOLDTHWAITE","2167018",".0200000"                                              
"MULLIN","2167027",".0100000"                                                   
"COLORADO CITY","2168017",".0150000"                                            
"LORAINE","2168026",".0150000"                                                  
"WESTBROOK","2168035",".0100000"                                                
"NOCONA","2169016",".0200000"                                                   
"SAINT JO","2169025",".0200000"                                                 
"BOWIE","2169034",".0200000"                                                    
"CONROE","2170022",".0200000"                                                   
"WILLIS","2170031",".0200000"                                                   
"MONTGOMERY","2170040",".0200000"                                               
"SPLENDORA","2170059",".0100000"                                                
"MAGNOLIA","2170068",".0200000"                                                 
"PATTON VILLAGE","2170077",".0100000"                                           
"CUT AND SHOOT","2170086",".0150000"                                            
"SHENANDOAH","2170095",".0150000"                                               
"OAK RIDGE NORTH","2170102",".0200000"                                          
"PANORAMA VILLAGE","2170139",".0200000"                                         
"STAGECOACH","2170148",".0100000"                                               
"DUMAS","2171012",".0200000"                                                    
"SUNRAY","2171021",".0200000"                                                   
"CACTUS","2171030",".0100000"                                                   
"DAINGERFIELD","2172011",".0150000"                                             
"NAPLES","2172020",".0150000"                                                   
"LONE STAR","2172039",".0150000"                                                
"OMAHA","2172048",".0150000"                                                    
"MATADOR","2173010",".0200000"                                                  
"ROARING SPRINGS","2173029",".0200000"                                          
"NACOGDOCHES","2174019",".0100000"                                              
"GARRISON","2174028",".0100000"                                                 
"CUSHING","2174037",".0100000"                                                  
"CHIRENO","2174046",".0100000"                                                  
"APPLEBY","2174055",".0100000"                                                  
"CORSICANA","2175018",".0150000"                                                
"KERENS","2175027",".0150000"                                                   
"BLOOMING GROVE","2175036",".0100000"                                           
"FROST","2175045",".0100000"                                                    
"DAWSON","2175054",".0125000"                                                   
"RICE","2175063",".0150000"                                                     
"RICHLAND","2175072",".0100000"                                                 
"MUSTANG","2175090",".0150000"                                                  
"ANGUS","2175107",".0150000"                                                    
"GOODLOW","2175116",".0100000"                                                  
"OAK VALLEY","2175125",".0100000"                                               
"EUREKA","2175134",".0100000"                                                   
"MILDRED","2175143",".0100000"                                                  
"EMHOUSE","2175161",".0100000"                                                  
"NAVARRO","2175170",".0100000"                                                  
"NEWTON","2176017",".0200000"                                                   
"SWEETWATER","2177016",".0150000"                                               
"ROSCOE","2177025",".0200000"                                                   
"BLACKWELL","2177034",".0100000"                                                
"CORPUS CHRISTI","2178015",".0137500"                                           
"PORT ARANSAS","2178024",".0150000"                                             
"ROBSTOWN","2178033",".0150000"                                                 
"BISHOP","2178042",".0150000"                                                   
"AGUA DULCE","2178051",".0100000"                                               
"DRISCOLL","2178060",".0150000"                                                 
"PETRONILA","2178079",".0100000"                                                
"PERRYTON","2179014",".0200000"                                                 
"VEGA","2180011",".0150000"                                                     
"ADRIAN","2180020",".0100000"                                                   
"VIDOR","2181010",".0150000"                                                    
"ORANGE","2181029",".0150000"                                                   
"WEST ORANGE","2181038",".0150000"                                              
"BRIDGE CITY","2181047",".0150000"                                              
"ROSE CITY","2181056",".0150000"                                                
"PINEHURST","2181065",".0150000"                                                
"PINE FOREST","2181074",".0150000"                                              
"MINERAL WELLS","2182019",".0150000"                                            
"STRAWN","2182028",".0150000"                                                   
"GORDON","2182037",".0150000"                                                   
"MINGUS","2182046",".0100000"                                                   
"GRAFORD","2182055",".0150000"                                                  
"CARTHAGE","2183018",".0200000"                                                 
"BECKVILLE","2183027",".0100000"                                                
"GARY","2183045",".0200000"                                                     
"SPRINGTOWN","2184017",".0150000"                                               
"WEATHERFORD","2184026",".0150000"                                              
"AZLE","2184035",".0125000"                                                     
"WILLOW PARK","2184044",".0150000"                                              
"ALEDO","2184053",".0150000"                                                    
"RENO","2184062",".0150000"                                                     
"HUDSON OAKS","2184071",".0150000"                                              
"MILLSAP","2184080",".0100000"                                                  
"ANNETTA","2184099",".0125000"                                                  
"COOL","2184106",".0100000"                                                     
"ANNETTA SOUTH","2184115",".0100000"                                            
"ANNETTA NORTH","2184124",".0150000"                                            
"SANCTUARY","2184133",".0100000"                                                
"BROCK","2184142",".0150000"                                                    
"DENNIS","2184151",".0150000"                                                   
"PEASTER","2184179",".0100000"                                                  
"FRIONA","2185016",".0200000"                                                   
"BOVINA","2185025",".0200000"                                                   
"FARWELL","2185034",".0200000"                                                  
"FORT STOCKTON","2186015",".0200000"                                            
"IRAAN","2186024",".0200000"                                                    
"LIVINGSTON","2187014",".0150000"                                               
"CORRIGAN","2187023",".0150000"                                                 
"ONALASKA","2187032",".0150000"                                                 
"SEVEN OAKS","2187041",".0100000"                                               
"GOODRICH","2187050",".0100000"                                                 
"AMARILLO","2188013",".0200000"                                                 
"MARFA","2189012",".0175000"                                                    
"PRESIDIO","2189021",".0150000"                                                 
"EAST TAWAKONI","2190019",".0150000"                                            
"POINT","2190028",".0150000"                                                    
"EMORY","2190037",".0150000"                                                    
"CANYON","2191018",".0200000"                                                   
"BIG LAKE","2192017",".0150000"                                                 
"CAMP WOOD","2193016",".0100000"                                                
"LEAKEY","2193025",".0150000"                                                   
"CLARKSVILLE","2194015",".0150000"                                              
"AVERY","2194024",".0100000"                                                    
"BOGATA","2194033",".0100000"                                                   
"ANNONA","2194042",".0100000"                                                   
"DETROIT","2194051",".0150000"                                                  
"PECOS","2195014",".0150000"                                                    
"TOYAH","2195023",".0150000"                                                    
"BALMORHEA","2195032",".0150000"                                                
"REFUGIO","2196013",".0200000"                                                  
"WOODSBORO","2196022",".0200000"                                                
"BAYSIDE","2196031",".0200000"                                                  
"AUSTWELL","2196040",".0100000"                                                 
"MIAMI","2197012",".0200000"                                                    
"HEARNE","2198011",".0200000"                                                   
"CALVERT","2198020",".0200000"                                                  
"FRANKLIN","2198039",".0200000"                                                 
"BREMOND","2198048",".0200000"                                                  
"ROYSE CITY","2199010",".0200000"                                               
"ROCKWALL","2199029",".0200000"                                                 
"HEATH","2199038",".0200000"                                                    
"FATE","2199047",".0150000"                                                     
"MOBILE CITY","2199056",".0150000"                                              
"MCLENDON CHISHOLM","2199065",".0200000"                                        
"BALLINGER","2200017",".0150000"                                                
"MILES","2200026",".0150000"                                                    
"WINTERS","2200035",".0150000"                                                  
"HENDERSON","2201016",".0200000"                                                
"OVERTON","2201025",".0150000"                                                  
"TATUM","2201034",".0150000"                                                    
"MOUNT ENTERPRISE","2201043",".0200000"                                         
"REKLAW","2201052",".0100000"                                                   
"HEMPHILL","2202015",".0150000"                                                 
"PINELAND","2202024",".0100000"                                                 
"SAN AUGUSTINE","2203014",".0150000"                                            
"BROADDUS","2203023",".0100000"                                                 
"SHEPHERD","2204013",".0150000"                                                 
"COLDSPRING","2204022",".0150000"                                               
"POINT BLANK","2204031",".0100000"                                              
"ARANSAS PASS","2205012",".0100000"                                             
"INGLESIDE","2205021",".0200000"                                                
"TAFT","2205030",".0200000"                                                     
"SINTON","2205049",".0200000"                                                   
"ODEM","2205058",".0200000"                                                     
"MATHIS","2205067",".0200000"                                                   
"PORTLAND","2205076",".0200000"                                                 
"GREGORY","2205085",".0150000"                                                  
"INGLESIDE ON THE BAY","2205110",".0100000"                                     
"SAN SABA","2206011",".0150000"                                                 
"RICHLAND SPRINGS","2206020",".0125000"                                         
"ELDORADO","2207010",".0100000"                                                 
"SNYDER","2208019",".0150000"                                                   
"MORAN","2209018",".0100000"                                                    
"ALBANY","2209027",".0200000"                                                   
"TIMPSON","2210015",".0150000"                                                  
"CENTER","2210024",".0200000"                                                   
"JOAQUIN","2210033",".0200000"                                                  
"TENAHA","2210042",".0200000"                                                   
"HUXLEY","2210060",".0100000"                                                   
"STRATFORD","2211014",".0150000"                                                
"TYLER","2212013",".0150000"                                                    
"LINDALE","2212022",".0150000"                                                  
"TROUP","2212031",".0150000"                                                    
"WHITEHOUSE","2212040",".0150000"                                               
"BULLARD","2212059",".0150000"                                                  
"ARP","2212068",".0150000"                                                      
"WINONA","2212077",".0125000"                                                   
"NEW CHAPEL HILL","2212086",".0100000"                                          
"NOONDAY","2212095",".0100000"                                                  
"GLEN ROSE","2213012",".0200000"                                                
"ROMA","2214011",".0200000"                                                     
"RIO GRANDE CITY","2214020",".0200000"                                          
"LA GRULLA","2214066",".0100000"                                                
"ESCOBARES","2214075",".0200000"                                                
"BRECKENRIDGE","2215010",".0200000"                                             
"STERLING CITY","2216019",".0200000"                                            
"ASPERMONT","2217018",".0200000"                                                
"SONORA","2218017",".0200000"                                                   
"TULIA","2219016",".0150000"                                                    
"HAPPY","2219025",".0100000"                                                    
"KRESS","2219034",".0100000"                                                    
"GRAND PRAIRIE","2220013",".0175000"                                            
"GRAPEVINE","2220022",".0150000"                                                
"FORT WORTH","2220031",".0100000"                                               
"LAKE WORTH","2220040",".0175000"                                               
"BENBROOK","2220059",".0150000"                                                 
"SANSOM PARK","2220068",".0150000"                                              
"RIVER OAKS","2220077",".0150000"                                               
"HURST","2220086",".0150000"                                                    
"ARLINGTON","2220095",".0200000"                                                
"BEDFORD","2220102",".0200000"                                                  
"KELLER","2220111",".0175000"                                                   
"MANSFIELD","2220120",".0200000"                                                
"SAGINAW","2220139",".0162500"                                                  
"PANTEGO","2220148",".0200000"                                                  
"RICHLAND HILLS","2220157",".0162500"                                           
"EULESS","2220166",".0175000"                                                   
"LAKESIDE","2220175",".0175000"                                                 
"NORTH RICHLAND HILLS","2220184",".0150000"                                     
"WHITE SETTLEMENT","2220193",".0150000"                                         
"FOREST HILL","2220200",".0175000"                                              
"KENNEDALE","2220219",".0200000"                                                
"CROWLEY","2220228",".0150000"                                                  
"COLLEYVILLE","2220237",".0150000"                                              
"EVERMAN","2220246",".0175000"                                                  
"HALTOM CITY","2220255",".0175000"                                              
"DALWORTHINGTON GARDENS","2220264",".0150000"                                   
"SOUTHLAKE","2220273",".0187500"                                                
"WATAUGA","2220282",".0150000"                                                  
"BLUE MOUND","2220291",".0150000"                                               
"EDGECLIFF VILLAGE","2220308",".0100000"                                        
"WESTWORTH VILLAGE","2220326",".0150000"                                        
"HASLET","2220344",".0200000"                                                   
"PELICAN BAY","2220353",".0100000"                                              
"WESTLAKE","2220371",".0200000"                                                 
"ABILENE","2221012",".0200000"                                                  
"MERKEL","2221021",".0200000"                                                   
"TRENT","2221030",".0200000"                                                    
"TYE","2221049",".0200000"                                                      
"IMPACT","2221058",".0100000"                                                   
"BUFFALO GAP","2221067",".0200000"                                              
"TUSCOLA","2221076",".0125000"                                                  
"LAWN","2221085",".0100000"                                                     
"BROWNFIELD","2223010",".0150000"                                               
"MEADOW","2223029",".0100000"                                                   
"WELLMAN","2223038",".0100000"                                                  
"THROCKMORTON","2224019",".0200000"                                             
"WOODSON","2224028",".0100000"                                                  
"MOUNT PLEASANT","2225018",".0150000"                                           
"TALCO","2225027",".0100000"                                                    
"WINFIELD","2225036",".0125000"                                                 
"MILLERS COVE","2225054",".0100000"                                             
"SAN ANGELO","2226017",".0150000"                                               
"AUSTIN","2227016",".0100000"                                                   
"WEST LAKE HILLS","2227025",".0150000"                                          
"MANOR","2227034",".0100000"                                                    
"PFLUGERVILLE","2227043",".0150000"                                             
"ROLLINGWOOD","2227052",".0150000"                                              
"LAKEWAY","2227061",".0175000"                                                  
"SUNSET VALLEY","2227070",".0187500"                                            
"CREEDMOOR","2227089",".0100000"                                                
"JONESTOWN","2227105",".0100000"                                                
"LAGO VISTA","2227123",".0100000"                                               
"BEE CAVE","2227150",".0200000"                                                 
"BRIARCLIFF","2227169",".0100000"                                               
"MUSTANG RIDGE","2227178",".0100000"                                            
"VILLAGE OF THE HILLS","2227187",".0075000"                                     
"POINT VENTURE","2227196",".0100000"                                            
"WEBBERVILLE","2227203",".0200000"                                              
"VOLENTE","2227212",".0200000"                                                  
"GROVETON","2228015",".0200000"                                                 
"TRINITY","2228024",".0200000"                                                  
"WOODVILLE","2229014",".0150000"                                                
"COLMESNEIL","2229023",".0100000"                                               
"CHESTER","2229032",".0100000"                                                  
"IVANHOE","2229041",".0150000"                                                  
"GILMER","2230011",".0150000"                                                   
"ORE CITY","2230020",".0150000"                                                 
"BIG SANDY","2230039",".0125000"                                                
"EAST MOUNTAIN","2230048",".0100000"                                            
"UNION GROVE","2230066",".0100000"                                              
"RANKIN","2231010",".0200000"                                                   
"MCCAMEY","2231029",".0200000"                                                  
"UVALDE","2232019",".0100000"                                                   
"SABINAL","2232028",".0100000"                                                  
"DEL RIO","2233018",".0150000"                                                  
"WILLS POINT","2234017",".0200000"                                              
"GRAND SALINE","2234026",".0200000"                                             
"EDGEWOOD","2234035",".0200000"                                                 
"CANTON","2234044",".0200000"                                                   
"VAN","2234053",".0200000"                                                      
"EDOM","2234062",".0100000"                                                     
"FRUITVALE","2234071",".0200000"                                                
"VICTORIA","2235016",".0150000"                                                 
"HUNTSVILLE","2236015",".0150000"                                               
"NEW WAVERLY","2236024",".0150000"                                              
"RIVERSIDE","2236033",".0150000"                                                
"BROOKSHIRE","2237014",".0200000"                                               
"HEMPSTEAD","2237023",".0200000"                                                
"WALLER","2237032",".0200000"                                                   
"PRAIRIE VIEW","2237041",".0175000"                                             
"PATTISON","2237050",".0200000"                                                 
"PINE ISLAND","2237069",".0100000"                                              
"MONAHANS","2238013",".0200000"                                                 
"GRANDFALLS","2238022",".0200000"                                               
"WICKETT","2238031",".0100000"                                                  
"PYOTE","2238059",".0100000"                                                    
"THORNTONVILLE","2238068",".0100000"                                            
"BRENHAM","2239012",".0150000"                                                  
"BURTON","2239021",".0150000"                                                   
"LAREDO","2240019",".0125000"                                                   
"RIO BRAVO","2240028",".0100000"                                                
"EL CENIZO","2240037",".0150000"                                                
"WHARTON","2241018",".0150000"                                                  
"EL CAMPO","2241027",".0150000"                                                 
"EAST BERNARD","2241081",".0150000"                                             
"WHEELER","2242017",".0175000"                                                  
"SHAMROCK","2242026",".0175000"                                                 
"MOBEETIE","2242035",".0100000"                                                 
"WICHITA FALLS","2243016",".0200000"                                            
"BURKBURNETT","2243025",".0200000"                                              
"IOWA PARK","2243034",".0200000"                                                
"ELECTRA","2243043",".0200000"                                                  
"PLEASANT VALLEY","2243052",".0100000"                                          
"VERNON","2244015",".0150000"                                                   
"RAYMONDVILLE","2245014",".0200000"                                             
"LYFORD","2245023",".0200000"                                                   
"TAYLOR","2246013",".0200000"                                                   
"ROUND ROCK","2246022",".0200000"                                               
"GEORGETOWN","2246031",".0200000"                                               
"GRANGER","2246040",".0125000"                                                  
"HUTTO","2246059",".0200000"                                                    
"THRALL","2246068",".0125000"                                                   
"BARTLETT","2246077",".0150000"                                                 
"FLORENCE","2246086",".0175000"                                                 
"CEDAR PARK","2246095",".0200000"                                               
"LEANDER","2246102",".0100000"                                                  
"LIBERTY HILL","2246111",".0175000"                                             
"COUPLAND","2246120",".0200000"                                                 
"JARRELL","2246139",".0200000"                                                  
"WEIR","2246148",".0100000"                                                     
"LA VERNIA","2247012",".0150000"                                                
"STOCKDALE","2247021",".0200000"                                                
"FLORESVILLE","2247030",".0200000"                                              
"POTH","2247049",".0200000"                                                     
"KERMIT","2248011",".0100000"                                                   
"WINK","2248020",".0100000"                                                     
"DECATUR","2249010",".0150000"                                                  
"BOYD","2249029",".0100000"                                                     
"RHOME","2249038",".0150000"                                                    
"NEWARK","2249047",".0100000"                                                   
"BRIDGEPORT","2249056",".0150000"                                               
"CHICO","2249065",".0150000"                                                    
"ALVORD","2249083",".0150000"                                                   
"LAKE BRIDGEPORT","2249092",".0150000"                                          
"RUNAWAY BAY","2249109",".0150000"                                              
"PARADISE","2249118",".0150000"                                                 
"NEW FAIRVIEW","2249127",".0150000"                                             
"AURORA","2249136",".0100000"                                                   
"MINEOLA","2250016",".0150000"                                                  
"WINNSBORO","2250025",".0150000"                                                
"QUITMAN","2250034",".0150000"                                                  
"ALBA","2250043",".0150000"                                                     
"HAWKINS","2250052",".0150000"                                                  
"YANTIS","2250061",".0150000"                                                   
"PLAINS","2251015",".0150000"                                                   
"DENVER CITY","2251024",".0150000"                                              
"GRAHAM","2252014",".0150000"                                                   
"OLNEY","2252023",".0150000"                                                    
"NEWCASTLE","2252032",".0150000"                                                
"CRYSTAL CITY","2254012",".0200000"                                             
"SAN ANTONIO ATD","3015664",".0025000"                                          
"SAN ANTONIO MTA","3015995",".0050000"                                          
"DALLAS MTA","3057994",".0100000"                                               
"DENTON CTA","3061774",".0050000"                                               
"EL PASO CTD","3071889",".0050000"                                              
"HOUSTON MTA","3101990",".0100000"                                              
"CORPUS CHRISTI MTA","3178998",".0050000"                                       
"FORT WORTH MTA","3220996",".0050000"                                           
"AUSTIN MTA","3227999",".0100000"                                               
"LAREDO CTD","3240885",".0025000"                                               
"ANDERSON","4001009",".0050000"                                                 
"ANGELINA","4003007",".0050000"                                                 
"ARANSAS","4004006",".0050000"                                                  
"ARCHER","4005005",".0050000"                                                   
"ARMSTRONG","4006004",".0050000"                                                
"ATASCOSA","4007003",".0050000"                                                 
"AUSTIN","4008002",".0050000"                                                   
"BAILEY","4009001",".0050000"                                                   
"BANDERA","4010008",".0050000"                                                  
"BASTROP","4011007",".0050000"                                                  
"BEE","4013005",".0050000"                                                      
"BELL","4014004",".0050000"                                                     
"BLANCO","4016002",".0050000"                                                   
"BORDEN","4017001",".0100000"                                                   
"BOSQUE","4018000",".0050000"                                                   
"BOWIE","4019009",".0050000"                                                    
"BRAZORIA","4020006",".0050000"                                                 
"BRAZOS","4021005",".0050000"                                                   
"BREWSTER","4022004",".0050000"                                                 
"BURLESON","4026000",".0050000"                                                 
"CALDWELL","4028008",".0050000"                                                 
"CALHOUN","4029007",".0050000"                                                  
"CAMP","4032002",".0050000"                                                     
"CASTRO","4035009",".0050000"                                                   
"CHEROKEE","4037007",".0050000"                                                 
"CHILDRESS","4038006",".0050000"                                                
"COLORADO","4045007",".0050000"                                                 
"COMAL","4046006",".0050000"                                                    
"COMANCHE","4047005",".0050000"                                                 
"CONCHO","4048004",".0050000"                                                   
"COOKE","4049003",".0050000"                                                    
"CORYELL","4050009",".0050000"                                                  
"CROSBY","4054005",".0050000"                                                   
"DAWSON","4058001",".0050000"                                                   
"DEAF SMITH","4059000",".0050000"                                               
"DELTA","4060007",".0050000"                                                    
"DICKENS","4063004",".0050000"                                                  
"DIMMIT","4064003",".0050000"                                                   
"EL PASO","4071004",".0050000"                                                  
"ERATH","4072003",".0050000"                                                    
"FALLS","4073002",".0050000"                                                    
"FANNIN","4074001",".0050000"                                                   
"FAYETTE","4075000",".0050000"                                                  
"FRANKLIN","4080003",".0050000"                                                 
"FRIO","4082001",".0050000"                                                     
"GILLESPIE","4086007",".0050000"                                                
"GONZALES","4089004",".0050000"                                                 
"GREGG","4092009",".0050000"                                                    
"GRIMES","4093008",".0050000"                                                   
"GUADALUPE","4094007",".0050000"                                                
"HALE","4095006",".0050000"                                                     
"HAMILTON","4097004",".0050000"                                                 
"HARDEMAN","4099002",".0050000"                                                 
"HAYS","4105004",".0050000"                                                     
"HILL","4109000",".0050000"                                                     
"HOOD","4111006",".0050000"                                                     
"HOPKINS","4112005",".0050000"                                                  
"HOUSTON","4113004",".0050000"                                                  
"HUNT","4116001",".0050000"                                                     
"JACKSON","4120005",".0050000"                                                  
"JEFF DAVIS","4122003",".0050000"                                               
"JEFFERSON","4123002",".0050000"                                                
"JIM HOGG","4124001",".0100000"                                                 
"JIM WELLS","4125000",".0050000"                                                
"KARNES","4128007",".0050000"                                                   
"KENDALL","4130003",".0050000"                                                  
"KERR","4133000",".0050000"                                                     
"KINNEY","4136007",".0050000"                                                   
"KLEBERG","4137006",".0050000"                                                  
"LAMAR","4139004",".0050000"                                                    
"LAMPASAS","4141000",".0050000"                                                 
"LEE","4144007",".0050000"                                                      
"LEON","4145006",".0050000"                                                     
"LIBERTY","4146005",".0050000"                                                  
